widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2,doc-freq,d-cp-1,d-cp-2,d-cp-3,d-inform-2,d-inform-3,corpus-freq,c-cp-1,c-cp-2,c-cp-3,c-inform-2,c-inform-3,bigram,trigram
1,We,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,41,"We remain the most prosperous , powerful nation on Earth .",2,2,62,0.0257368202573682,0.083969465648855,0.0,2.96039042402196,0.49457106771659,1021,0.0258592305549224,0.128163265306122,0.0,3.31849557808692,1.00709304700192,<s> we,
2,remain,5.0,2.0,1.0,VBP,root,2.0,2.0,2.0,2.0,-1.0,41,"We remain the most prosperous , powerful nation on Earth .",2,2,2,0.0008302200083022,0.032258064516129,0.181818181818182,4.95419631038688,2.4594316186373,9,0.000227946204695692,0.0039177277179236,0.00636942675159236,8.00792880552277,3.70966292697569,we remain,<s> we remain
3,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,41,"We remain the most prosperous , powerful nation on Earth .",2,2,132,0.0547945205479452,0.5,0.5,2.23772426369185,0.238897371045777,2261,0.0572651520907732,0.333333333333333,0.25,2.74917326769894,0.87789225295395,remain the,we remain the
4,most,4.0,1.0,1.0,RBS,advmod,4.0,4.0,4.0,4.0,-3.0,41,"We remain the most prosperous , powerful nation on Earth .",2,2,3,0.0012453300124533,0.00757575757575758,1.0,4.97363702197448,0.0,38,0.000962439530937365,0.00619195046439629,0.333333333333333,6.75920476774644,2.83828343314676,the most,remain the most
5,prosperous,8.0,3.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,41,"We remain the most prosperous , powerful nation on Earth .",2,2,2,0.0008302200083022,0.333333333333333,1.0,4.31467831003981,0.5,8,0.000202618848618393,0.0263157894736842,0.0714285714285714,8.69024467356507,1.43140138897904,most prosperous,the most prosperous
6,",",,,,",",,,,,,,41,"We remain the most prosperous , powerful nation on Earth .",2,2
7,powerful,6.0,3.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,41,"We remain the most prosperous , powerful nation on Earth .",2,2,1,0.0004151100041511,0.00675675675675676,1.0,7.20945336562895,0.0,12,0.000303928272927589,0.000442477876106195,0.5,8.53904518880883,1.98011817743074,", powerful","prosperous , powerful"
8,nation,5.0,2.0,1.0,NN,xcomp,2.0,2.0,2.0,2.0,-1.0,41,"We remain the most prosperous , powerful nation on Earth .",2,2,12,0.0049813200498132,1.0,1.0,3.49576208908065,1.31702352521502,157,0.00397639490413596,0.166666666666667,1.0,4.45490017994966,2.21038218285602,powerful nation,", powerful nation"
9,on,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,41,"We remain the most prosperous , powerful nation on Earth .",2,2,17,0.0070568700705687,0.0833333333333333,1.0,2.38940597096762,0.313054593816904,188,0.00476154294253223,0.00636942675159236,0.5,3.70286847089001,0.858145108750771,nation on,powerful nation on
10,Earth,2.0,1.0,1.0,NNP,nmod:on,1.0,1.0,1.0,1.0,0.0,41,"We remain the most prosperous , powerful nation on Earth .",2,2,3,0.0012453300124533,0.0588235294117647,1.0,3.41912928089755,0.333333333333333,41,0.00103842159916926,0.0904255319148936,1.0,5.55597803221483,1.9702355018558,on earth,nation on earth
11,.,,,,.,,,,,,,41,"We remain the most prosperous , powerful nation on Earth .",2,2
1,Our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,42,Our workers are no less productive than when this crisis began .,4,4,67,0.0278123702781237,0.0916030534351145,0.0,2.51509619876967,0.104477611940299,904,0.0228959298938784,0.0302040816326531,0.0,3.58738322881247,1.02606624233911,<s> our,
2,workers,5.0,2.0,1.0,NNS,nsubj,2.0,2.0,2.0,2.0,-1.0,42,Our workers are no less productive than when this crisis began .,4,4,2,0.0008302200083022,0.0149253731343284,0.0833333333333333,6.21182059753793,1.79248125036058,4,0.000101309424309196,0.00221238938053097,0.0135135135135135,7.59100471731009,1.80236334140724,our workers,<s> our workers
3,are,2.0,1.0,1.0,VBP,cop,3.0,3.0,2.0,3.0,-1.75,42,Our workers are no less productive than when this crisis began .,4,4,22,0.0091324200913242,0.5,1.0,2.32907755230922,0.791274645422998,310,0.00785148038396272,0.25,0.5,3.74798452219802,1.8953575626127,workers are,our workers are
4,no,2.0,1.0,1.0,DT,neg,4.0,4.0,4.0,4.0,-3.0,42,Our workers are no less productive than when this crisis began .,4,4,7,0.0029057700290577,0.0909090909090909,1.0,3.23694912100684,0.47456115641248,123,0.00311526479750779,0.0193548387096774,1.0,5.8579062144292,1.81896902285351,are no,workers are no
5,less,3.0,1.0,1.0,RBR,advmod,3.0,3.0,3.0,3.0,-2.0,42,Our workers are no less productive than when this crisis began .,4,4,7,0.0029057700290577,0.571428571428571,1.0,2.33876673522086,0.0,25,0.000633183901932477,0.0650406504065041,0.333333333333333,5.21882169803973,1.37519103001197,no less,are no less
6,productive,9.0,3.0,1.0,JJ,root,2.0,2.0,2.0,2.0,-1.0,42,Our workers are no less productive than when this crisis began .,4,4,1,0.0004151100041511,0.142857142857143,0.25,2.8073549220576,2.0,8,0.000202618848618393,0.04,0.125,4.47569104004423,2.38309284559378,less productive,no less productive
7,than,3.0,1.0,1.0,IN,mark,3.0,3.0,2.0,3.0,-1.75,42,Our workers are no less productive than when this crisis began .,4,4,8,0.0033208800332088,1.0,1.0,1.62710103596082,0.0,64,0.00162095078894714,0.125,1.0,3.0331009370957,0.504834162850122,productive than,less productive than
8,when,3.0,1.0,1.0,WRB,advmod,4.0,4.0,2.0,4.0,-2.5,42,Our workers are no less productive than when this crisis began .,4,4,7,0.0029057700290577,0.125,1.0,2.77273224435219,0.142857142857143,92,0.00233011675911152,0.015625,1.0,5.60616499180218,1.30952300996343,than when,productive than when
9,this,3.0,1.0,1.0,DT,det,4.0,4.0,3.0,4.0,-2.75,42,Our workers are no less productive than when this crisis began .,4,4,24,0.0099626400996264,0.142857142857143,1.0,3.06464150597076,0.191040104196715,323,0.00818073601296761,0.0326086956521739,1.0,4.74961945634651,1.34904796006705,when this,than when this
10,crisis,6.0,2.0,1.0,NN,nsubj,2.0,2.0,2.0,2.0,-1.0,42,Our workers are no less productive than when this crisis began .,4,4,4,0.0016604400166044,0.0833333333333333,1.0,4.47125725266962,0.0,12,0.000303928272927589,0.00619195046439629,0.333333333333333,6.59746514158557,2.36207810108503,this crisis,when this crisis
11,began,5.0,2.0,1.0,VBD,advcl,1.0,1.0,1.0,1.0,0.0,42,Our workers are no less productive than when this crisis began .,4,4,1,0.0004151100041511,0.25,0.5,2.0,1.0,8,0.000202618848618393,0.0833333333333333,0.5,6.1184431786831,3.27732476473286,crisis began,this crisis began
12,.,,,,.,,,,,,,42,Our workers are no less productive than when this crisis began .,4,4
1,Our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,43,Our minds are no less inventive .,2,2,67,0.0278123702781237,0.0916030534351145,0.0,2.51509619876967,0.104477611940299,904,0.0228959298938784,0.0302040816326531,0.0,3.58738322881247,1.02606624233911,<s> our,
2,minds,5.0,1.0,1.0,NNS,nsubj,2.0,2.0,2.0,2.0,-1.0,43,Our minds are no less inventive .,2,2,2,0.0008302200083022,0.0149253731343284,0.0833333333333333,3.03304459522889,1.79248125036058,4,0.000101309424309196,0.00110619469026549,0.0135135135135135,8.47049344071091,3.97046967690011,our minds,<s> our minds
3,are,2.0,1.0,1.0,VBP,cop,3.0,3.0,2.0,3.0,-1.75,43,Our minds are no less inventive .,2,2,22,0.0091324200913242,0.5,1.0,2.32907755230922,0.791274645422998,310,0.00785148038396272,0.25,1.0,3.74798452219802,1.8953575626127,minds are,our minds are
4,no,2.0,1.0,1.0,RB,neg,3.0,3.0,2.0,3.0,-1.75,43,Our minds are no less inventive .,2,2,7,0.0029057700290577,0.0909090909090909,1.0,3.23694912100684,0.47456115641248,123,0.00311526479750779,0.0193548387096774,1.0,5.8579062144292,1.81896902285351,are no,minds are no
5,less,3.0,1.0,1.0,RBR,advmod,2.0,2.0,2.0,2.0,-1.0,43,Our minds are no less inventive .,2,2,7,0.0029057700290577,0.571428571428571,1.0,2.33876673522086,0.0,25,0.000633183901932477,0.0650406504065041,0.333333333333333,5.21882169803973,1.37519103001197,no less,are no less
6,inventive,8.0,3.0,1.0,JJ,root,1.0,1.0,1.0,1.0,0.0,43,Our minds are no less inventive .,2,2,1,0.0004151100041511,0.142857142857143,0.25,2.8073549220576,2.0,1,2.53273560772991e-05,0.04,0.125,4.64385618977472,3.0,less inventive,no less inventive
7,.,,,,.,,,,,,,43,Our minds are no less inventive .,2,2
1,Our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,67,0.0278123702781237,0.0916030534351145,0.0,2.51509619876967,0.104477611940299,904,0.0228959298938784,0.0302040816326531,0.0,3.58738322881247,1.02606624233911,<s> our,
2,goods,4.0,1.0,1.0,NNS,nsubj,3.0,3.0,3.0,3.0,-2.0,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,1,0.0004151100041511,0.0149253731343284,0.0833333333333333,6.06608919045777,3.58496250072116,4,0.000101309424309196,0.00110619469026549,0.0135135135135135,9.3718634021098,2.55236334140724,our goods,<s> our goods
3,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,111,0.0460772104607721,1.0,1.0,1.07091099046614,0.136665991003985,1549,0.0392320745637363,0.5,1.0,2.60053892310722,0.707957414545442,goods and,our goods and
4,services,7.0,3.0,1.0,NNS,conj:and,2.0,2.0,2.0,2.0,-1.0,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,1,0.0004151100041511,0.00900900900900901,1.0,6.79441586635011,0.0,2,5.06547121545982e-05,0.000645577792123951,0.5,10.8699333527705,2.0,and services,goods and services
5,no,2.0,1.0,1.0,DT,neg,4.0,4.0,4.0,4.0,-3.0,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,7,0.0029057700290577,1.0,1.0,3.23694912100684,0.47456115641248,123,0.00311526479750779,0.5,1.0,5.8579062144292,1.81896902285351,services no,and services no
6,less,3.0,1.0,1.0,RBR,advmod,2.0,2.0,2.0,2.0,-1.0,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,7,0.0029057700290577,0.571428571428571,1.0,2.33876673522086,0.0,25,0.000633183901932477,0.0650406504065041,1.0,5.21882169803973,1.37519103001197,no less,services no less
7,needed,5.0,2.0,1.0,VBD,root,2.0,2.0,2.0,2.0,-1.0,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,1,0.0004151100041511,0.142857142857143,0.25,2.8073549220576,2.0,7,0.000177291492541094,0.04,0.125,3.89263457054136,1.56818284621427,less needed,no less needed
8,than,3.0,1.0,1.0,IN,mark,3.0,3.0,2.0,3.0,-1.75,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,8,0.0033208800332088,1.0,1.0,1.62710103596082,0.0,64,0.00162095078894714,0.142857142857143,1.0,3.0331009370957,0.504834162850122,needed than,less needed than
9,they,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,17,0.0070568700705687,0.125,1.0,4.13666060835312,0.665995770287492,136,0.00344452042651268,0.015625,1.0,5.57824358957613,1.18868298271841,than they,needed than they
10,were,2.0,1.0,0.0,VBD,cop,3.0,3.0,2.0,3.0,-1.75,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,3,0.0012453300124533,0.0588235294117647,1.0,3.34721971721241,0.0,29,0.000734493326241674,0.0220588235294118,1.0,5.42224196343523,2.77756122004632,they were,than they were
11,last,4.0,1.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,3,0.0012453300124533,0.333333333333333,1.0,2.16794191266525,0.0,21,0.000531874477623281,0.0344827586206897,0.333333333333333,5.84204196877214,1.91036369653291,were last,they were last
12,week,3.0,1.0,1.0,NN,advcl,2.0,2.0,2.0,2.0,-1.0,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,1,0.0004151100041511,0.333333333333333,1.0,1.58496250072116,0.0,1,2.53273560772991e-05,0.0476190476190476,1.0,4.39231742277876,0.0,last week,were last week
13,or,2.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,11,0.0045662100456621,1.0,1.0,0.689542045520105,0.0,111,0.0028113365245802,1.0,1.0,3.88253648518402,0.714987593011417,week or,last week or
14,last,4.0,1.0,1.0,JJ,amod,2.0,2.0,2.0,2.0,-1.0,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,3,0.0012453300124533,0.181818181818182,1.0,2.16794191266525,0.0,21,0.000531874477623281,0.018018018018018,1.0,5.84204196877214,1.91036369653291,or last,week or last
15,month,4.0,1.0,1.0,NN,advcl,2.0,2.0,2.0,2.0,-1.0,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,1,0.0004151100041511,0.333333333333333,0.5,1.58496250072116,1.0,1,2.53273560772991e-05,0.0476190476190476,0.5,4.39231742277876,1.0,last month,or last month
16,or,2.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,11,0.0045662100456621,1.0,1.0,0.689542045520105,0.0,111,0.0028113365245802,1.0,1.0,3.88253648518402,0.714987593011417,month or,last month or
17,last,4.0,1.0,1.0,JJ,amod,2.0,2.0,2.0,2.0,-1.0,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,3,0.0012453300124533,0.181818181818182,1.0,2.16794191266525,0.0,21,0.000531874477623281,0.018018018018018,1.0,5.84204196877214,1.91036369653291,or last,month or last
18,year,3.0,1.0,1.0,NN,conj:or,1.0,1.0,1.0,1.0,0.0,44,Our goods and services no less needed than they were last week or last month or last year .,3,3,2,0.0008302200083022,0.333333333333333,0.5,4.31467831003981,2.0,14,0.000354582985082187,0.0952380952380952,0.5,6.96734102111041,2.29878821412695,last year,or last year
19,.,,,,.,,,,,,,44,Our goods and services no less needed than they were last week or last month or last year .,3,3
1,Our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,45,Our capacity remains undiminished .,0,0,67,0.0278123702781237,0.0916030534351145,0.0,2.51509619876967,0.104477611940299,904,0.0228959298938784,0.0302040816326531,0.0,3.58738322881247,1.02606624233911,<s> our,
2,capacity,8.0,4.0,1.0,NN,nsubj,2.0,2.0,2.0,2.0,-1.0,45,Our capacity remains undiminished .,0,0,1,0.0004151100041511,0.0149253731343284,0.0833333333333333,6.06608919045777,3.58496250072116,9,0.000227946204695692,0.00331858407079646,0.0135135135135135,6.28321363495728,2.83100204427424,our capacity,<s> our capacity
3,remains,6.0,2.0,1.0,VBZ,root,2.0,2.0,2.0,2.0,-1.0,45,Our capacity remains undiminished .,0,0,1,0.0004151100041511,1.0,1.0,0.0,0.0,7,0.000177291492541094,0.111111111111111,0.333333333333333,4.83098733100555,2.03524865692759,capacity remains,our capacity remains
4,undiminished,10.0,4.0,2.0,JJ,xcomp,1.0,1.0,1.0,1.0,0.0,45,Our capacity remains undiminished .,0,0,1,0.0004151100041511,1.0,1.0,0.0,0.0,2,5.06547121545982e-05,0.142857142857143,1.0,4.70363388212237,1.29248125036058,remains undiminished,capacity remains undiminished
5,.,,,,.,,,,,,,45,Our capacity remains undiminished .,0,0
1,But,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,46,"But our time of standing pat , of protecting narrow interests and putting off unpleasant decisions , that time has surely passed .",4,4,20,0.008302200083022,0.0305343511450382,0.0,3.07969536071434,0.15,232,0.00587594660993339,0.0318367346938776,0.0,4.39343516145018,0.83948082992114,<s> but,
2,our,2.0,2.0,1.0,PRP$,nmod:poss,5.0,5.0,5.0,5.0,-4.0,46,"But our time of standing pat , of protecting narrow interests and putting off unpleasant decisions , that time has surely passed .",4,4,67,0.0278123702781237,0.05,0.25,2.51509619876967,0.104477611940299,904,0.0228959298938784,0.0301724137931034,0.0641025641025641,3.58738322881247,1.02606624233911,but our,<s> but our
3,time,3.0,1.0,1.0,NN,nsubj,3.0,3.0,3.0,3.0,-2.0,46,"But our time of standing pat , of protecting narrow interests and putting off unpleasant decisions , that time has surely passed .",4,4,6,0.0024906600249066,0.0149253731343284,1.0,6.19342704657424,1.60489277001327,112,0.0028366638806575,0.0221238938053097,0.142857142857143,5.38912611171019,2.58884347335073,our time,but our time
4,of,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,46,"But our time of standing pat , of protecting narrow interests and putting off unpleasant decisions , that time has surely passed .",4,4,82,0.0340390203403902,0.166666666666667,1.0,0.687619007348646,0.0559141768380629,1691,0.0428285591267128,0.151785714285714,0.05,1.70240777240252,0.42749345896955,time of,our time of
5,standing,7.0,2.0,1.0,NN,compound,3.0,3.0,3.0,3.0,-2.0,46,"But our time of standing pat , of protecting narrow interests and putting off unpleasant decisions , that time has surely passed .",4,4,1,0.0004151100041511,0.0121951219512195,1.0,6.35755200461808,0.0,6,0.000151964136463795,0.000591366055588409,0.0588235294117647,8.19406747628095,2.05904156365754,of standing,time of standing
6,pat,3.0,1.0,1.0,NN,nmod:of,4.0,4.0,4.0,4.0,-3.0,46,"But our time of standing pat , of protecting narrow interests and putting off unpleasant decisions , that time has surely passed .",4,4,1,0.0004151100041511,1.0,1.0,0.0,0.0,1,2.53273560772991e-05,0.166666666666667,1.0,2.58496250072116,0.0,standing pat,of standing pat
